,dG0_prime,dG0_prime_std,dGm_prime,logRI,formula
"{u'C00037': 1, u'C00084': 1, u'C00188': -1}",9.9,2.26,-7.21,-1.94,C00188 <=> C00037 + C00084
"{u'C00019': -1, u'C01756': -1, u'C00021': 1, u'C16614': 1}",-39.33,0.0,-39.33,-7.94,C00019 + C01756 <=> C00021 + C16614
"{u'C01071': 1, u'C00011': 1, u'C00058': -1, u'C01070': -1}",-41.64,0.0,-41.64,-8.4,C00058 + C01070 <=> C00011 + C01071
"{u'C00698': -1, u'C06789': 1, u'C06790': -1, u'C00030': 1, u'C00028': -1}",-41.65,0.0,-24.53,-3.96,C00028 + C00698 + C06790 <=> C00030 + C06789
"{u'C00007': -1, u'C00001': 1, u'C00072': -1, u'C03303': 1, u'C05422': 1, u'C02303': -1}",0.0,0.0,17.12,2.76,C00007 + C00072 + C02303 <=> C00001 + C03303 + C05422
"{u'C00007': -1, u'C16355': 1, u'C00027': 1, u'C00001': -1, u'C16353': -1}",-114.82,4.64,-114.82,-23.17,C00001 + C00007 + C16353 <=> C00027 + C16355
"{u'C00010': 1, u'C16368': 1, u'C12137': -1, u'C00223': -1}",-361.79,141421.36,-361.79,-73.01,C00223 + C12137 <=> C00010 + C16368
"{u'C00030': -1, u'C00007': -1, u'C05202': 1, u'C00028': 1, u'C00001': 1, u'C05176': -1}",84.63,0.0,101.75,16.43,C00007 + C00030 + C05176 <=> C00001 + C00028 + C05202
"{u'C04317': 1, u'C05209': -1, u'C04475': 1, u'C05212': -1}",0.0,0.0,0.0,0.0,C05209 + C05212 <=> C04317 + C04475
"{u'C00173': -1, u'C00350': 1, u'C00229': 1, u'C05973': -1}",0.0,0.0,0.0,0.0,C00173 + C05973 <=> C00229 + C00350
"{u'C00508': 1, u'C00259': -1}",4.9,1.71,4.9,1.98,C00259 <=> C00508
"{u'C00010': -1, u'C02630': -1, u'C00048': 1, u'C00001': 1, u'C00100': 1}",40.94,3.56,40.94,8.26,C00010 + C02630 <=> C00001 + C00048 + C00100
"{u'C00036': 1, u'C00027': 1, u'C00014': 1, u'C00007': -1, u'C00001': -1, u'C00049': -1}",-93.41,4.26,-110.53,-17.84,C00001 + C00007 + C00049 <=> C00014 + C00027 + C00036
"{u'C06315': 1, u'C14815': -1, u'C00001': -1}",25.17,2.9,25.17,10.16,C00001 + C14815 <=> C06315
"{u'C00080': -3.0, u'C18320': 1, u'C00004': -3.0, u'C00003': 3.0, u'C00001': 2.0, u'C11006': -1}",-400.18,100000.0,-400.18,-40.38,3 C00004 + 3 C00080 + C11006 <=> 2 C00001 + 3 C00003 + C18320
"{u'C00117': 1, u'C00020': -1, u'C00001': -1, u'C00147': 1}",-17.62,1.51,-34.73,-9.35,C00001 + C00020 <=> C00117 + C00147
"{u'C00061': -1, u'C01847': 1, u'C18054': -1, u'C19686': 1}",-75.12,6.9,-75.12,-15.16,C00061 + C18054 <=> C01847 + C19686
"{u'C00644': -1, u'C00004': 1, u'C00003': -1, u'C05345': 1, u'C00080': 1}",12.54,1.78,12.54,2.53,C00003 + C00644 <=> C00004 + C00080 + C05345
"{u'C19768': 1, u'C00019': -1, u'C00698': -1, u'C00073': 1}",1.62,0.0,1.62,0.33,C00019 + C00698 <=> C00073 + C19768
"{u'C03409': -1, u'C00001': 1, u'C05133': 1}",-5.81,50000.0,-5.81,-2.34,C03409 <=> C00001 + C05133
"{u'C00205': -1, u'C03162': 1, u'C03025': -1, u'C00139': -1, u'C00138': 1}",0.81,0.0,17.92,2.89,C00139 + C00205 + C03025 <=> C00138 + C03162
"{u'C00140': 2.0, u'C00001': -1, u'C01674': -1}",-13.79,3.37,-30.9,-8.31,C00001 + C01674 <=> 2 C00140
"{u'C00054': 1, u'C06011': 1, u'C00292': -1, u'C00053': -1}",-266.44,70710.68,-266.44,-53.77,C00053 + C00292 <=> C00054 + C06011
"{u'C01455': -1, u'C00080': -1, u'C00007': -1, u'C00004': -1, u'C00003': 1, u'C04592': 1}",-393.68,6.72,-376.57,-60.79,C00004 + C00007 + C00080 + C01455 <=> C00003 + C04592
"{u'C00546': 1, u'C00080': 1, u'C00004': 1, u'C00003': -1, u'C05999': -1}",15.46,1.69,15.46,3.12,C00003 + C05999 <=> C00004 + C00080 + C00546
"{u'C00007': -1, u'C00205': 1, u'C00001': 1, u'C19704': -1, u'C19705': 1}",-41.36,0.0,-41.36,-8.35,C00007 + C19704 <=> C00001 + C00205 + C19705
"{u'C00080': -1, u'C00007': -1, u'C00006': 1, u'C00005': -1, u'C00001': 1, u'C05194': -1, u'C05193': 1}",-439.02,3.57,-421.9,-68.11,C00005 + C00007 + C00080 + C05194 <=> C00001 + C00006 + C05193
"{u'C01934': 1, u'C02991': -1, u'C00001': -1}",-23.32,2.24,-23.32,-9.41,C00001 + C02991 <=> C01934
"{u'C02995': 1, u'C00208': -1, u'C04261': -1, u'C00615': 1}",-45.75,0.0,-45.75,-9.23,C00208 + C04261 <=> C00615 + C02995
"{u'C00025': -1, u'C05952': -1, u'C00001': 1, u'C06462': 1}",3.19,2.32,20.3,5.46,C00025 + C05952 <=> C00001 + C06462
"{u'C01516': -1, u'C16578': 1, u'C00167': -1, u'C00015': 1}",0.45,0.0,0.45,0.09,C00167 + C01516 <=> C00015 + C16578
"{u'C00979': -1, u'C00371': -1, u'C00033': 1, u'C01513': 1}",-20.03,3.63,-20.03,-4.04,C00371 + C00979 <=> C00033 + C01513
"{u'C00051': -2.0, u'C00097': 2.0, u'C00491': -1, u'C00127': 1}",21.86,6.69,21.86,2.94,2 C00051 + C00491 <=> 2 C00097 + C00127
"{u'C00011': 1, u'C00026': -1, u'C00007': -1, u'C00509': -1, u'C00001': 1, u'C00042': 1, u'C01477': 1}",-342.47,100000.0,-342.47,-46.08,C00007 + C00026 + C00509 <=> C00001 + C00011 + C00042 + C01477
"{u'C14039': -1, u'C00080': -1, u'C00007': -1, u'C00006': 1, u'C00005': -1, u'C14857': 1, u'C00001': 1}",-401.42,6.04,-384.31,-62.04,C00005 + C00007 + C00080 + C14039 <=> C00001 + C00006 + C14857
"{u'C00036': 1, u'C00149': -1, u'C00028': -1, u'C00030': 1}",-84.91,0.0,-84.91,-17.13,C00028 + C00149 <=> C00030 + C00036
"{u'C03239': 1, u'C00739': -1, u'C00161': -1, u'C00405': 1}",-169.0,0.0,-169.0,-34.11,C00161 + C00739 <=> C00405 + C03239
"{u'C07130': 1, u'C00080': -1, u'C00007': -1, u'C00006': 1, u'C00005': -1, u'C00067': 1, u'C00001': 1, u'C07481': -1}",-416.74,3.69,-416.74,-56.07,C00005 + C00007 + C00080 + C07481 <=> C00001 + C00006 + C00067 + C07130
"{u'C00010': -1, u'C00013': 1, u'C00020': 1, u'C00002': -1, u'C04644': 1, u'C04554': -1}",-10.8,1.47,-10.8,-1.45,C00002 + C00010 + C04554 <=> C00013 + C00020 + C04644
"{u'C15857': -1, u'C15603': 2.0, u'C15602': -2.0, u'C15858': 1}",-169.82,0.0,-169.82,-22.85,2 C15602 + C15857 <=> 2 C15603 + C15858
"{u'C00670': -1, u'C00588': 1, u'C00116': 1, u'C00001': -1}",-252.03,70710.68,-269.15,-72.42,C00001 + C00670 <=> C00116 + C00588
"{u'C00011': 1, u'C00049': -1, u'C00099': 1}",-18.87,6.04,-35.99,-9.68,C00049 <=> C00011 + C00099
"{u'C01474': -1, u'C04719': 1, u'C00029': -1, u'C00015': 1}",-64.7,2.7,-64.7,-13.06,C00029 + C01474 <=> C00015 + C04719
"{u'C08616': -1, u'C00030': -1, u'C00007': -1, u'C19732': 1, u'C00028': 1, u'C00001': 1}",84.91,0.0,102.03,16.47,C00007 + C00030 + C08616 <=> C00001 + C00028 + C19732
"{u'C05378': -1, u'C00111': 1, u'C00118': 1}",19.63,2.24,2.51,0.68,C05378 <=> C00111 + C00118
"{u'C06231': 1, u'C06442': -1, u'C00001': 1}",52.96,8.96,52.96,21.38,C06442 <=> C00001 + C06231
"{u'C00007': -1, u'C02814': -1, u'C03676': 1}",-318.96,6.47,-301.84,-81.22,C00007 + C02814 <=> C03676
"{u'C12837': 1, u'C00080': -1, u'C00007': -1, u'C00004': -1, u'C00003': 1, u'C06990': -1}",-379.99,100000.0,-362.87,-58.58,C00004 + C00007 + C00080 + C06990 <=> C00003 + C12837
"{u'C00068': 1, u'C00020': 1, u'C00378': -1, u'C00002': -1}",-5.61,2.42,-5.61,-1.13,C00002 + C00378 <=> C00020 + C00068
"{u'C00468': 1, u'C02538': -1, u'C00001': -1, u'C00059': 1}",201.21,70710.68,184.09,49.53,C00001 + C02538 <=> C00059 + C00468
"{u'C05668': -1, u'C00006': -1, u'C00005': 1, u'C05989': 1, u'C00080': 1}",20.37,1.03,20.37,4.11,C00006 + C05668 <=> C00005 + C00080 + C05989
"{u'C01699': 1, u'C11871': -1}",0.0,0.0,0.0,0.0,C11871 <=> C01699
"{u'C00010': 1, u'C00323': -1, u'C12640': 1, u'C08725': -1}",-386.23,141421.36,-386.23,-77.94,C00323 + C08725 <=> C00010 + C12640
"{u'C01293': 1, u'C01256': -1, u'C00002': -1, u'C00008': 1}",5.47,0.0,5.47,1.1,C00002 + C01256 <=> C00008 + C01293
"{u'C00590': 1, u'C00761': -1, u'C00001': -1, u'C00031': 1}",44.98,2.52,27.87,7.5,C00001 + C00761 <=> C00031 + C00590
"{u'C15487': -1, u'C00028': -1, u'C00030': 1, u'C00161': 1}",0.0,0.0,0.0,0.0,C00028 + C15487 <=> C00030 + C00161
"{u'C03023': -1, u'C00342': 1, u'C00343': -1, u'C00001': -1, u'C15653': 1}",0.42,0.0,0.42,0.08,C00001 + C00343 + C03023 <=> C00342 + C15653
"{u'C00007': -1, u'C06760': 1, u'C06730': -1}",-250.75,5.25,-233.64,-62.87,C00007 + C06730 <=> C06760
"{u'C02939': -1, u'C01352': 1, u'C03069': 1, u'C00016': -1}",45.24,3.41,45.24,9.13,C00016 + C02939 <=> C01352 + C03069
"{u'C00010': 1, u'C02050': -1, u'C01595': 1, u'C00001': -1}",-21.93,2.07,-39.04,-10.51,C00001 + C02050 <=> C00010 + C01595
"{u'C04230': 1, u'C04233': -1}",0.0,0.0,0.0,0.0,C04233 <=> C04230
"{u'C00011': 1, u'C00026': -1, u'C00007': -1, u'C00042': 1, u'C15500': -1, u'C15501': 1}",-370.11,100000.0,-370.11,-49.79,C00007 + C00026 + C15500 <=> C00011 + C00042 + C15501
"{u'C00011': 1, u'C00026': -1, u'C00007': -1, u'C12308': -1, u'C00042': 1, u'C02034': 1}",-44.9,0.0,-44.9,-6.04,C00007 + C00026 + C12308 <=> C00011 + C00042 + C02034
"{u'C00008': 1, u'C00002': -1, u'C16617': 1, u'C16616': -1}",-1.56,0.0,-1.56,-0.31,C00002 + C16616 <=> C00008 + C16617
"{u'C07535': -1, u'C18270': 1, u'C00080': -1, u'C00007': -1, u'C00004': -1, u'C00003': 1}",-376.78,5.22,-359.67,-58.07,C00004 + C00007 + C00080 + C07535 <=> C00003 + C18270
"{u'C03161': -1, u'C00007': 1, u'C00067': -1, u'C01516': -1, u'C00001': -1, u'C03024': 1, u'C06174': 1}",-84.91,0.0,-84.91,-11.42,C00001 + C00067 + C01516 + C03161 <=> C00007 + C03024 + C06174
"{u'C00007': -1, u'C00027': 1, u'C15565': -1, u'C00161': 1}",84.91,0.0,84.91,17.14,C00007 + C15565 <=> C00027 + C00161
"{u'C08616': 1, u'C01054': -1}",-390.38,400000.0,-390.38,-157.56,C01054 <=> C08616
"{u'C00071': 1, u'C00007': -1, u'C15521': -1, u'C00001': 1, u'C00061': 1, u'C01847': -1, u'C00094': 1}",37.81,0.0,37.81,5.09,C00007 + C01847 + C15521 <=> C00001 + C00061 + C00071 + C00094
"{u'C00031': 1, u'C03993': -1, u'C00001': -1, u'C00156': 1}",38.7,2.38,21.59,5.81,C00001 + C03993 <=> C00031 + C00156
"{u'C00010': 1, u'C00024': -1, u'C00525': -1, u'C03137': 1}",-23.78,1.76,-23.78,-4.8,C00024 + C00525 <=> C00010 + C03137
"{u'C00007': -1, u'C00500': 2.0, u'C00486': -2.0, u'C00001': 2.0}",-677.54,22.42,-660.43,-106.62,C00007 + 2 C00486 <=> 2 C00001 + 2 C00500
"{u'C10434': 1, u'C00007': -1, u'C00006': 1, u'C00005': -1, u'C00080': -1, u'C00001': 1, u'C02947': -1}",-439.04,3.57,-421.92,-68.12,C00005 + C00007 + C00080 + C02947 <=> C00001 + C00006 + C10434
"{u'C00001': -1, u'C06415': 1, u'C00028': -1, u'C00030': 1, u'C06413': -1}",-84.91,0.0,-84.91,-17.13,C00001 + C00028 + C06413 <=> C00030 + C06415
"{u'C16679': 1, u'C00080': -1, u'C00007': -1, u'C00006': 1, u'C00005': -1, u'C00001': 1, u'C00777': -1}",-392.94,3.13,-375.82,-60.67,C00005 + C00007 + C00080 + C00777 <=> C00001 + C00006 + C16679
"{u'C00006': -2.0, u'C00005': 2.0, u'C00080': 2.0, u'C02807': 1, u'C04167': -1}",8.01,3.11,8.01,1.08,2 C00006 + C04167 <=> 2 C00005 + 2 C00080 + C02807
"{u'C00369': 1, u'C00718': -1}",0.0,0.0,0.0,0.0,C00718 <=> C00369
"{u'C18246': -1, u'C00080': -1, u'C00007': -1, u'C00004': -1, u'C00003': 1, u'C00001': 1, u'C07490': 1}",-364.68,4.87,-347.57,-56.11,C00004 + C00007 + C00080 + C18246 <=> C00001 + C00003 + C07490
"{u'C00623': -1, u'C00116': 1, u'C00001': -1, u'C00009': 1}",-18.2,2.34,-35.31,-9.5,C00001 + C00623 <=> C00009 + C00116
"{u'C06441': 1, u'C00312': -1, u'C00002': -1, u'C00008': 1}",-25.33,2.62,-25.33,-5.11,C00002 + C00312 <=> C00008 + C06441
"{u'C00001': -1, u'C00009': 1, u'C15991': 1, u'C01204': -1}",10.99,1.4,-6.13,-1.65,C00001 + C01204 <=> C00009 + C15991
"{u'C18304': 1, u'C01327': 1, u'C18303': -1}",1.62,0.0,-15.5,-4.17,C18303 <=> C01327 + C18304
"{u'C00080': 1, u'C00007': 1, u'C00006': -1, u'C00005': 1, u'C00001': -2.0, u'C05178': 1, u'C05179': -1}",-47.26,0.0,-64.37,-10.39,2 C00001 + C00006 + C05179 <=> C00005 + C00007 + C00080 + C05178
"{u'C00007': -1, u'C00011': 1, u'C00079': -1, u'C02505': 1}",-321.56,5.96,-321.56,-64.89,C00007 + C00079 <=> C00011 + C02505
"{u'C00003': -1, u'C00080': 1, u'C00004': 1, u'C18301': -1, u'C18302': 1}",53.32,200000.0,53.32,10.76,C00003 + C18301 <=> C00004 + C00080 + C18302
"{u'C15881': 1, u'C00019': -1, u'C00021': 1, u'C15879': -1}",45.65,100000.0,45.65,9.21,C00019 + C15879 <=> C00021 + C15881
"{u'C00458': -1, u'C00014': 1, u'C00460': 1, u'C00001': -1}",-26.34,1.93,-43.46,-11.69,C00001 + C00458 <=> C00014 + C00460
"{u'C00001': -1, u'C03383': -1, u'C00880': 1}",-20.96,2.4,-20.96,-8.46,C00001 + C03383 <=> C00880
"{u'C00010': 1, u'C00011': 1, u'C00083': -1, u'C00080': -2.0, u'C00006': 2.0, u'C00005': -2.0, u'C00001': 1, u'C00412': -1, u'C02041': 1}",-60.05,3.6,-77.16,-6.92,2 C00005 + 2 C00080 + C00083 + C00412 <=> C00001 + 2 C00006 + C00010 + C00011 + C02041
"{u'C00007': -1, u'C14812': 1, u'C00219': -1}",-0.0,0.0,17.11,4.6,C00007 + C00219 <=> C14812
"{u'C00007': -1, u'C00715': -1, u'C03975': 1}",-218.66,3.48,-201.54,-54.23,C00007 + C00715 <=> C03975
"{u'C00011': -1, u'C00020': 1, u'C00009': 2.0, u'C00002': -1, u'C00001': -2.0, u'C00164': 1, u'C00207': -1}",-37.73,4.2,-54.85,-6.33,2 C00001 + C00002 + C00011 + C00207 <=> 2 C00009 + C00020 + C00164
"{u'C00013': 1, u'C02265': 1, u'C00020': 1, u'C00002': -1, u'C00001': -1, u'C00079': -1}",-46.7,3.98,-63.82,-10.3,C00001 + C00002 + C00079 <=> C00013 + C00020 + C02265
"{u'C00007': -1, u'C00576': -1, u'C00027': 1, u'C00001': -1, u'C00719': 1}",-170.92,4.34,-170.92,-34.49,C00001 + C00007 + C00576 <=> C00027 + C00719
"{u'C03849': 1, u'C00008': 1, u'C15590': -1, u'C00002': -1}",5.47,0.0,5.47,1.1,C00002 + C15590 <=> C00008 + C03849
"{u'C00025': 1, u'C00026': -1, u'C04322': 1, u'C00077': -1, u'C00001': 1}",-13.03,5.19,-13.03,-2.63,C00026 + C00077 <=> C00001 + C00025 + C04322
"{u'C01761': -1, u'C02074': 1, u'C00029': -1, u'C00015': 1}",-5.72,0.0,-5.72,-1.15,C00029 + C01761 <=> C00015 + C02074
"{u'C00080': -1, u'C00007': -1, u'C00006': 1, u'C00005': -1, u'C16584': 1, u'C07501': -1, u'C00001': 1}",-439.01,3.57,-421.89,-68.11,C00005 + C00007 + C00080 + C07501 <=> C00001 + C00006 + C16584
"{u'C00027': 1, u'C00007': -1, u'C02728': -1, u'C00001': -1, u'C00047': 1, u'C00067': 1}",-69.17,5.36,-86.28,-13.93,C00001 + C00007 + C02728 <=> C00027 + C00047 + C00067
"{u'C00011': 1, u'C00593': 1, u'C05528': -1}",-8.86,3.11,-25.97,-6.99,C05528 <=> C00011 + C00593
"{u'C00080': 1, u'C00004': 1, u'C00003': -1, u'C00051': -2.0, u'C00127': 1}",13.59,0.85,30.7,4.96,C00003 + 2 C00051 <=> C00004 + C00080 + C00127
"{u'C00030': -1, u'C00028': 1, u'C01767': -1, u'C11398': 1}",84.91,0.0,84.91,17.14,C00030 + C01767 <=> C00028 + C11398
"{u'C00022': -1, u'C00015': 1, u'C00074': 1, u'C00075': -1}",28.8,1.35,28.8,5.81,C00022 + C00075 <=> C00015 + C00074
"{u'C00007': -1, u'C00060': 1, u'C00071': -1, u'C00001': 1, u'C00061': 1, u'C01847': -1, u'C00205': 1}",0.0,0.0,0.0,0.0,C00007 + C00071 + C01847 <=> C00001 + C00060 + C00061 + C00205
"{u'C00025': -1, u'C00009': 1, u'C00008': 1, u'C00134': -1, u'C00002': -1, u'C15699': 1}",-20.13,2.31,-20.13,-2.71,C00002 + C00025 + C00134 <=> C00008 + C00009 + C15699
"{u'C00022': 1, u'C00684': -1, u'C00266': 1}",19.77,2.96,2.66,0.72,C00684 <=> C00022 + C00266
"{u'C00080': -1, u'C00007': -1, u'C00006': 1, u'C00005': -1, u'C00001': 1, u'C06082': -1, u'C15514': 1}",-392.93,3.13,-375.82,-60.67,C00005 + C00007 + C00080 + C06082 <=> C00001 + C00006 + C15514
"{u'C00500': 1, u'C05912': -1, u'C00139': -2.0, u'C00138': 2.0}",-81.36,8.47,-81.36,-10.95,2 C00139 + C05912 <=> 2 C00138 + C00500
"{u'C05402': 1, u'C00095': 1, u'C00001': -1, u'C00492': -1}",-13.13,4.55,-30.25,-8.14,C00001 + C00492 <=> C00095 + C05402
"{u'C16306': 1, u'C00029': -1, u'C00015': 1, u'C08604': -1}",-14.33,2.19,-14.33,-2.89,C00029 + C08604 <=> C00015 + C16306
"{u'C05272': 1, u'C00005': 1, u'C00080': 1, u'C00154': -1, u'C00006': -1}",63.09,2.08,63.09,12.73,C00006 + C00154 <=> C00005 + C00080 + C05272
"{u'C00007': -1, u'C18240': -1, u'C18241': 1}",-380.36,412310.56,-363.25,-97.74,C00007 + C18240 <=> C18241
"{u'C00313': 1, u'C00042': 1, u'C00209': -1, u'C00091': -1}",-9.48,3.9,-9.48,-1.91,C00091 + C00209 <=> C00042 + C00313
"{u'C00206': 1, u'C00002': -1, u'C00360': -1, u'C00008': 1}",0.78,1.46,0.78,0.16,C00002 + C00360 <=> C00008 + C00206
"{u'C00010': 1, u'C05623': -1, u'C00083': -1, u'C12638': 1}",-4.26,2.17,-4.26,-0.86,C00083 + C05623 <=> C00010 + C12638
"{u'C00923': 2.0, u'C00924': -2.0, u'C00244': -1, u'C00001': 1, u'C00088': 1}",128.18,0.0,128.18,17.24,C00244 + 2 C00924 <=> C00001 + C00088 + 2 C00923
"{u'C00080': -1, u'C00007': -1, u'C00006': 1, u'C00005': -1, u'C00509': -1, u'C00001': 1, u'C05631': 1}",-439.04,3.57,-421.92,-68.12,C00005 + C00007 + C00080 + C00509 <=> C00001 + C00006 + C05631
"{u'C05604': -1, u'C00029': -1, u'C00015': 1, u'C17751': 1}",-66.43,2.7,-66.43,-13.41,C00029 + C05604 <=> C00015 + C17751
"{u'C00007': -1, u'C00027': 1, u'C00847': 1, u'C00250': -1, u'C00001': -1}",-172.9,4.53,-172.9,-34.89,C00001 + C00007 + C00250 <=> C00027 + C00847
"{u'C00003': -1, u'C00004': 1, u'C01013': -1, u'C00222': 1, u'C00080': 1}",21.33,2.96,21.33,4.31,C00003 + C01013 <=> C00004 + C00080 + C00222
"{u'C06056': 1, u'C06055': -1, u'C00001': -1, u'C00009': 1}",-13.65,1.23,-30.77,-8.28,C00001 + C06055 <=> C00009 + C06056
"{u'C00014': 1, u'C00294': 1, u'C00212': -1, u'C00001': -1}",-21.28,0.73,-38.4,-10.33,C00001 + C00212 <=> C00014 + C00294
"{u'C00080': -1, u'C00007': -1, u'C00006': 1, u'C00005': -1, u'C00062': -1, u'C00001': 1, u'C05933': 1}",6.43,0.0,23.55,3.8,C00005 + C00007 + C00062 + C00080 <=> C00001 + C00006 + C05933
"{u'C00007': -1, u'C00027': 1, u'C00193': 1, u'C03485': -1}",-110.31,4.27,-110.31,-22.26,C00007 + C03485 <=> C00027 + C00193
"{u'C00010': 1, u'C00024': -1, u'C16389': 1, u'C16173': -1}",32.63,1.35,32.63,6.58,C00024 + C16173 <=> C00010 + C16389
"{u'C00489': 1, u'C07756': 1, u'C00001': -1, u'C15666': -1}",3.02,1.5,-14.09,-3.79,C00001 + C15666 <=> C00489 + C07756
"{u'C03767': 1, u'C00004': 1, u'C00003': -1, u'C04404': -1, u'C00080': 1}",3.82,1.54,3.82,0.77,C00003 + C04404 <=> C00004 + C00080 + C03767
"{u'C00043': -1, u'C00203': 1}",0.03,2.68,0.03,0.01,C00043 <=> C00203
"{u'C03052': 1, u'C00080': -1, u'C00007': -1, u'C00004': -1, u'C00003': 1, u'C00001': 1, u'C01617': -1}",-438.37,3.56,-421.25,-68.01,C00004 + C00007 + C00080 + C01617 <=> C00001 + C00003 + C03052
"{u'C00451': -1, u'C04617': 1}",0.0,0.0,0.0,0.0,C00451 <=> C04617
"{u'C08734': 1, u'C00014': 1, u'C00001': -1, u'C08733': -1}",0.9,100000.0,-16.21,-4.36,C00001 + C08733 <=> C00014 + C08734
"{u'C00054': 1, u'C00735': -1, u'C02822': 1, u'C00053': -1}",-245.59,70710.68,-245.59,-49.56,C00053 + C00735 <=> C00054 + C02822
"{u'C16475': -1, u'C16477': 1}",0.0,0.0,0.0,0.0,C16475 <=> C16477
"{u'C02291': 1, u'C01118': -1, u'C00097': -1, u'C00042': 1}",-62.63,5.53,-62.63,-12.64,C00097 + C01118 <=> C00042 + C02291
"{u'C00080': -1, u'C00007': -1, u'C06585': 1, u'C00004': -1, u'C00003': 1, u'C06584': -1}",-317.47,6.6,-300.35,-48.49,C00004 + C00007 + C00080 + C06584 <=> C00003 + C06585
"{u'C06383': -1, u'C00014': 1, u'C00001': -1, u'C06384': 1}",16.28,1.6,-0.83,-0.22,C00001 + C06383 <=> C00014 + C06384
"{u'C04186': 1, u'C00080': 1, u'C00006': -1, u'C00005': 1, u'C04642': -1, u'C00001': -1}",-40.73,1.78,-40.73,-8.22,C00001 + C00006 + C04642 <=> C00005 + C00080 + C04186
"{u'C00010': 1, u'C16197': 1, u'C16195': -1, u'C00083': -1}",-1.38,2.17,-1.38,-0.28,C00083 + C16195 <=> C00010 + C16197
"{u'C00013': 1, u'C00020': 1, u'C00017': -1, u'C00002': -1, u'C00174': -1, u'C03371': 1}",-0.74,0.0,-0.74,-0.1,C00002 + C00017 + C00174 <=> C00013 + C00020 + C03371
"{u'C00007': -1, u'C00027': 1, u'C19688': 1, u'C19687': -1}",-96.57,50000.0,-96.57,-19.49,C00007 + C19687 <=> C00027 + C19688
"{u'C00011': 1, u'C14109': -1, u'C00080': -1, u'C00007': -1, u'C00003': 1, u'C00004': -1, u'C14110': 1, u'C00001': 1}",-447.78,4.79,-447.78,-60.24,C00004 + C00007 + C00080 + C14109 <=> C00001 + C00003 + C00011 + C14110
"{u'C00080': 1, u'C00262': -1, u'C00004': 1, u'C00003': -1, u'C00001': -1, u'C00385': 1}",14.74,3.81,14.74,2.98,C00001 + C00003 + C00262 <=> C00004 + C00080 + C00385
"{u'C00030': 1, u'C00028': -1, u'C01125': 1, u'C01012': -1}",-84.91,0.0,-84.91,-17.14,C00028 + C01012 <=> C00030 + C01125
"{u'C00090': -1, u'C00019': -1, u'C00021': 1, u'C01502': 1}",-10.65,100000.0,-10.65,-2.15,C00019 + C00090 <=> C00021 + C01502
"{u'C00006': -1, u'C00005': 1, u'C00080': 1, u'C11634': 1, u'C11635': -1}",-88.78,0.0,-88.78,-17.92,C00006 + C11635 <=> C00005 + C00080 + C11634
"{u'C00474': -1, u'C00004': 1, u'C00003': -1, u'C00309': 1, u'C00080': 1}",17.13,1.05,17.13,3.46,C00003 + C00474 <=> C00004 + C00080 + C00309
"{u'C00280': -1, u'C00030': -1, u'C00007': -1, u'C00028': 1, u'C00001': 1, u'C04676': 1}",84.91,0.0,102.03,16.47,C00007 + C00030 + C00280 <=> C00001 + C00028 + C04676
"{u'C00620': 1, u'C00020': 1, u'C00001': -1, u'C00301': -1}",-14.97,3.86,-32.09,-8.63,C00001 + C00301 <=> C00020 + C00620
"{u'C06346': -1, u'C00019': -1, u'C00021': 1, u'C06348': 1}",-10.66,100000.0,-10.66,-2.15,C00019 + C06346 <=> C00021 + C06348
"{u'C00080': -1, u'C00007': -1, u'C00004': -1, u'C00003': 1, u'C11505': -1, u'C00001': 1, u'C11507': 1}",-416.5,4.49,-399.39,-64.48,C00004 + C00007 + C00080 + C11505 <=> C00001 + C00003 + C11507
"{u'C00003': -1, u'C00004': 1, u'C05268': -1, u'C05269': 1, u'C00080': 1}",21.98,1.48,21.98,4.44,C00003 + C05268 <=> C00004 + C00080 + C05269
"{u'C00006': -1, u'C00005': 1, u'C02675': -1, u'C00814': 1, u'C00080': 1}",167.06,100000.0,167.06,33.71,C00006 + C02675 <=> C00005 + C00080 + C00814
"{u'C00009': 1, u'C01005': -1, u'C00283': -1, u'C00097': 1}",-33.99,4.35,-33.99,-6.86,C00283 + C01005 <=> C00009 + C00097
"{u'C06800': -1, u'C00080': -1, u'C00007': -1, u'C00006': 1, u'C00005': -1, u'C19585': 1, u'C00001': 1}",48.12,0.0,65.23,10.53,C00005 + C00007 + C00080 + C06800 <=> C00001 + C00006 + C19585
"{u'C00011': 1, u'C03066': -1, u'C03678': 1}",-17.61,3.11,-34.73,-9.34,C03066 <=> C00011 + C03678
"{u'C00014': 1, u'C00080': 1, u'C00065': -1, u'C00004': 1, u'C00003': -1, u'C00001': -1, u'C00168': 1}",38.84,0.81,21.72,3.51,C00001 + C00003 + C00065 <=> C00004 + C00014 + C00080 + C00168
"{u'C00080': -1, u'C00007': -1, u'C00006': 1, u'C00005': -1, u'C00001': 1, u'C01514': 1, u'C01477': -1}",-439.0,3.57,-421.88,-68.11,C00005 + C00007 + C00080 + C01477 <=> C00001 + C00006 + C01514
"{u'C16235': -1, u'C00632': 1}",-226.98,100000.0,-226.98,-91.61,C16235 <=> C00632
"{u'C00080': -1, u'C00007': -1, u'C00004': -1, u'C00003': 1, u'C04468': 1, u'C11422': -1}",-348.72,6.37,-331.61,-53.54,C00004 + C00007 + C00080 + C11422 <=> C00003 + C04468
